RESOURCE_ID,GENERATION_UNIT_ID,NODE_ID,AGGE_TYPE,RESOURCE_TYPE,COMMENTS,EFF_START_DT_GMT,EFF_END_DT_GMT,EFF_START_DT,EFF_END_DT
VA_7_VALENCIA_3,VA_7_VALENCIA_3,VA_7_VALENCIA_3GNODE,N,GEN,Comments,2022-05-03T07:00:00-00:00,2022-10-05T06:59:59-00:00,2022-05-03T00:00:00,2022-10-04T23:59:59
EDWARD_2_ESSSB1,EDWARD_2_ESSSB1,EDWARD_7_CN2,N,GEN,Comments,2022-09-23T07:00:00-00:00,2031-01-01T07:59:59-00:00,2022-09-23T00:00:00,2030-12-31T23:59:59
ETIWND_6_GRPLND,ETIWND_6_GRPLND,ETWPKGEN_7_B1,N,GEN,Comments,2022-07-19T07:00:00-00:00,2031-01-01T07:59:59-00:00,2022-07-19T00:00:00,2030-12-31T23:59:59
SNCLRA_2_SPRHYD,SNCLRA_2_SPRHYD,SCLARA_6_N027,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
TOADTW_6_UNIT,TOADTW_6_UNIT,TOADTWN_7_N002,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
WALNUT_7_WCOVST,WALNUT_7_WCOVST,WALNUT_6_N007,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
MAGUND_1_BKISR1,MAGUND_1_BKISR1,MAGUNDEN_1_N005,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
JERSEYV_7_UNIT,JERSEYV_7_UNIT,JERSEYV_GNODEIT,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
OCTILO_5_WIND,OCTILO_5_WIND,C493GEN_7_N003,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ENERSJ_5_ESJWD2,ENERSJ_5_ESJWD2,ENERSJ_7_N001,N,GEN,Comments,2022-03-16T07:00:00-00:00,2031-01-01T07:59:59-00:00,2022-03-16T00:00:00,2030-12-31T23:59:59
BLPR_2_G013,BLPR_2_G013,BLPR_GNODE013,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
CHEVCD_6_UNIT,CHEVCD_6_UNIT,CADET_6_N002,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
AVENAL_6_SANDDG,AVENAL_6_SANDDG,AVENAL_6_GN002,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
GATES_2_WSOLAR,GATES_2_WSOLAR,GATESBK4_7_N003,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ETIWND_2_RTS026,ETIWND_2_RTS026,ETIWANDA_6_N015,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
BUCKCK_7_OAKFLT,BUCKCK_7_OAKFLT,BCKSCRK_7_N002,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
TESLA_1_QF,TESLA_1_QF,TESLA_1_N027,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
FC_5_FCST5_APS,FC_5_FCST5_APS,FC_5_FCST5_APSGNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
BKRFLD_2_SOLAR1,BKRFLD_2_SOLAR1,BKR111_7_N002,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
LEPRFD_1_KANSAS,LEPRFD_1_KANSAS,S636_7_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
GUERNS_6_SOLAR,GUERNS_6_SOLAR,GUERSEY_7_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
MHD_7_BSN7,MHD_7_BSN7,MHD_7_BSN7GNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
TRNQLT_2_RETBT1,TRNQLT_2_RETBT1,Q643XC2_7_N002,N,GEN,Comments,2022-03-30T07:00:00-00:00,2031-01-01T07:59:59-00:00,2022-03-30T00:00:00,2030-12-31T23:59:59
3PEAKS_1_UNIT1,3PEAKS_1_UNIT1,3PEAKS_GNODE1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
PTRPP_2_SOLAR,PTRPP_2_SOLAR,PTR_PP_GNODEEE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
LAKHDG_6_UNIT 1,LAKHDG_6_UNIT 1,LKHODG1_7_N002,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ANZA_6_SOLAR1,ANZA_6_SOLAR1,SEVILEGN_7_N001,N,TG,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
OLDRIV_6_BIOGAS,OLDRIV_6_BIOGAS,OLDRIVR_6_N007,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
LITLRK_6_SOLAR4,LITLRK_6_SOLAR4,LITLRKC1_7_N005,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SAUGUS_7_CHIQCN,SAUGUS_7_CHIQCN,SAUGUS_6_N012,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
WILLARD_3_HIGHLONESOME,WILLARD_3_HIGHLONESOME,WILLARD_3_HIGHLONESOMEGNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
WISE_1_UNIT 1,WISE_1_UNIT 1,WISE1_7_B1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
BLYTHE_1_SOLAR2,BLYTHE_1_SOLAR2,BLYTHESC_1_N008,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
GRIDLY_6_SOLAR,GRIDLY_6_SOLAR,GRIDLEY_6_N004,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
MDWP_7_WIND,MDWP_7_WIND,MDWP_GNODEDWP,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
CALPSS_6_SOLAR1,CALPSS_6_SOLAR1,CALIPSF_7_N001,N,TG,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
RECTOR_2_QF,RECTOR_2_QF,RECTOR_6_N004,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
MHD_7_BSN6,MHD_7_BSN6,MHD_7_BSN6GNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
REDMESA_1_REDMESAWF,REDMESA_1_REDMESAWF,REDMESA_1_REDMESAWFGNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
CLOVER_2_UNIT,CLOVER_2_UNIT,CLOVER_6_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
PWRX_LUGO_I_AS_CERT01,PWRX_LUGO_I_AS_CERT01,VICTORVL_5_N101,N,TG,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
CHINO_2_JURUPA,CHINO_2_JURUPA,CHINO_6_N020,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
GUADALUP_3_ARAGONNE,GUADALUP_3_ARAGONNE,GUADALUP_3_ARAGONNEGNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
HINKLE_6_ORCHARD1,HINKLE_6_ORCHARD1,HINKLE_6_ORCHARD1GNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
WCEDAR_7_UNIT2,WCEDAR_7_UNIT2,WCEDAR_GNODE2,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
KIRKER_7_KELCYN,KIRKER_7_KELCYN,WPBART_1_GN001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
HZNA_1_TELEMTRD_CSPP,HZNA_1_TELEMTRD_CSPP,HZNA_GNODE131,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
OASIS_6_SOLAR1,OASIS_6_SOLAR1,OASISC1_7_N003,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
MHD_7_BSN9,MHD_7_BSN9,MHD_7_BSN9GNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SWIFT_6_UNIT,SWIFT_6_UNIT,SWIFT_GNODEIT,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
FRESHW_1_SOLAR1,FRESHW_1_SOLAR1,FRWTG1_7_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
TX-ELK_6_SOLAR1,TX-ELK_6_SOLAR1,ELKHILLS_7_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
CAM_2_UNIT1,CAM_2_UNIT1,CAM_GNODE1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
FT CHUR_7_TADS_UNIT,FT CHUR_7_TADS_UNIT,FT CHUR_GNODEIT,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
KEKAWK_6_UNIT,KEKAWK_6_UNIT,KEKAWAKA_6_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
GRACE_7_UNIT 3,GRACE_7_UNIT 3,GRACE_NODE3,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ELCAP_1_SOLAR,ELCAP_1_SOLAR,ELCAPTN_7_N004,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
AGUCAL_5_SOLAR1,AGUCAL_5_SOLAR1,AGUCALG1_7_B1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
CV_6_CHV,CV_6_CHV,GK_GNODECHV,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
PALALT_7_COBUG,PALALT_7_COBUG,PLOALTO_1_N019,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
PROSPEC1_7_UNIT,PROSPEC1_7_UNIT,PROSPEC1_NODET,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
RVSIDE_2_RERCU3,RVSIDE_2_RERCU3,RERCU3_7_GN001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
KRNCNY_6_UNIT,KRNCNY_6_UNIT,KRNCNYN_6_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
DOBBISLR_7_UNIT1,DOBBISLR_7_UNIT1,DOBBISLR_GNODE1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ALLGNY_6_HYDRO1,ALLGNY_6_HYDRO1,ALLEGHNY_6_N002,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SETTLEME_7_UNIT1,SETTLEME_7_UNIT1,SETTLEME_GNODE1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
VOLTA_6_BAILCK,VOLTA_6_BAILCK,VOLTA_6_N009,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SCSR_7_SOLAR,SCSR_7_SOLAR,SCSR_GNODECSR,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
DSRTHV_2_DH2BT1,DSRTHV_2_DH2BT1,DSRTHV3_7_N003,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
HOOVER_2_MWDDYN,HOOVER_2_MWDDYN,MEADS_2_N101,N,TG,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
KNGBRG_1_KBSLR1,KNGBRG_1_KBSLR1,KINGSBRG_7_N003,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
RAWHIDE_6_UNIT,RAWHIDE_6_UNIT,RAWHIDE_NODET,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
BLPR_2_G014,BLPR_2_G014,BLPR_GNODE014,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SHUTLE_6_CREST,SHUTLE_6_CREST,SHUTTLE_6_N019,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SANLOB_1_LNDFIL,SANLOB_1_LNDFIL,SNLSOB_7_N003,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ATWEL2_1_SOLAR1,ATWEL2_1_SOLAR1,Q482_7_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
EVERGBIO_6_BIO,EVERGBIO_6_BIO,EVERGBIO_NODEO,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ALTA4B_2_CPCW6,ALTA4B_2_CPCW6,TOT162W4_7_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ANAHM_2_CANYN4,ANAHM_2_CANYN4,CANYONP4_7_GN001,N,GEN,Comments,2022-06-01T07:00:00-00:00,2031-01-01T07:59:59-00:00,2022-06-01T00:00:00,2030-12-31T23:59:59
ALPSLR_1_SPSSLR,ALPSLR_1_SPSSLR,S473_7_N005,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ARLVAL_5_SOLAR,ARLVAL_5_SOLAR,AVLYSLR_7_N005,N,TG,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
OBPR_2_G013,OBPR_2_G013,OBPR_GNODE013,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
MARENGO_6_UNIT 1,MARENGO_6_UNIT 1,MARENGO_NODE1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
GADSBY_7_UNIT 1,GADSBY_7_UNIT 1,GADSBY_NODE1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
VOLTA_7_PONHY1,VOLTA_7_PONHY1,VOLTA2_7_N010,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ELK_6_KAM,ELK_6_KAM,ELK_GNODEKAM,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
KERKH2_7_UNIT 1,KERKH2_7_UNIT 1,KERCKHOF_7_B1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
MONSANTO_NCL1,MONSANTO_NCL1,MONSANTO_LNODED1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SLVSTSLR_7_UNIT,SLVSTSLR_7_UNIT,SLVSTSLR_GNODEIT,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
COWCRK_2_UNIT,COWCRK_2_UNIT,COWCREEK_6_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SODA_7_UNIT 1,SODA_7_UNIT 1,SODA_NODE1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
HILAND_7_YOLOWD,HILAND_7_YOLOWD,HIGHLD_1_N004,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
RDWAY_1_CREST,RDWAY_1_CREST,ROADWAY_1_N013,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
DONNLS_7_UNIT,DONNLS_7_UNIT,DONNELLS_7_B1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
LTBERA_1_LB1SR1,LTBERA_1_LB1SR1,LTBERA03_7_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
MHD_7_BSN3,MHD_7_BSN3,MHD_7_BSN3GNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
BRDSLD_2_SHILO2,BRDSLD_2_SHILO2,SHILO_7_N002,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
RVSIDE_2_RERCU4,RVSIDE_2_RERCU4,RERCU4_7_GN001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
CASPP_2_UNIT_7,CASPP_2_UNIT_7,CAS_PP_GNODE7,N,GEN,Comments,2022-04-04T07:00:00-00:00,2031-01-01T07:59:59-00:00,2022-04-04T00:00:00,2030-12-31T23:59:59
MONSANTO_NCL2,MONSANTO_NCL2,MONSANTO_LNODED2,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
RECTOR_2_KAWEAH,RECTOR_2_KAWEAH,RECTOR_6_N008,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ETIWND_2_RTS010,ETIWND_2_RTS010,ETIWANDA_6_GN001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
COLSTRIP_7_NWE34,COLSTRIP_7_NWE34,COLSTRIP34_5_NWMTSHAREGNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
BCW1_2_PHASE-2,BCW1_2_PHASE-2,BCW1_2_GNODE2,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
USWPJR_2_UNITS,USWPJR_2_UNITS,USWP-JRW_2_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
DEVERS_1_SOLAR,DEVERS_1_SOLAR,DEVERS_2_N072,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
GVWP_7_WIND,GVWP_7_WIND,GVWP_GNODEVWP,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SPQUIN_6_SRPCQU,SPQUIN_6_SRPCQU,SPI-QUCY_7_N002,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SBERDO_2_RTS011,SBERDO_2_RTS011,SANBRDNO_6_N014,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
RTEDDY_2_SEBSR3,RTEDDY_2_SEBSR3,SGSGNS3_7_N002,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
FD3_1_GEN3,FD3_1_GEN3,FD3_GNODEGEN3,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
AGATEBAY_7_SOLAR1,AGATEBAY_7_SOLAR1,AGATEBAY_7_GNODE1,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
HINSON_6_LBECH1,HINSON_6_LBECH1,LBEACH1G_7_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
FROGTN_1_UTICAA,FROGTN_1_UTICAA,FROGTOWN_7_N004,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
SKPR_1_G013,SKPR_1_G013,SKPR_GNODE013,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ORSR_7_SOLAR,ORSR_7_SOLAR,ORSR_GNODERSR,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
ALAMIT_7_ES1,ALAMIT_7_ES1,ALMERGB2_7_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
TOWNSITE_2_MEADDYN,TOWNSITE_2_MEADDYN,MEADS_2_N101,N,TG,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
DALTONU_7_UNIT,DALTONU_7_UNIT,DALTONU_NODET,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
KY_2_UNIT6,KY_2_UNIT6,KY_2_UNIT6GNODE,N,GEN,Comments,2022-05-01T07:00:00-00:00,2031-01-01T07:59:59-00:00,2022-05-01T00:00:00,2030-12-31T23:59:59
PYCT_1_GASS_PYR2,PYCT_1_GASS_PYR2,PYGS_1_PYRAMID A2GNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
RV_1_HYDRO1,RV_1_HYDRO1,RV_1_HYDRO1GNODE,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
BRDSLD_2_MTZUMA,BRDSLD_2_MTZUMA,HIGHWND3_7_GN001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
WLDWD_1_SOLAR2,WLDWD_1_SOLAR2,WLDWDG2_7_N001,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
PEORIA_1_SOLAR,PEORIA_1_SOLAR,PEORIA_7_N003,N,GEN,Comments,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00,2022-01-01T00:00:00,2030-12-31T23:59:59
